subject_id	event_id	text	start_time	end_time	duration	topic	category	n_sentences	source_file	source_granularity	rating_source	emotional_intensity	joy	sadness	fear	anger	disgust	surprise	anxiety	vision	audition	olfaction	gustation	somatosensation	interoception
sub-031	30	I I can’t find my own food I can’t	243.84	249.51	5.6699999999999875	finding food	3	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-2.5	1.0	3.0	2.5	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	31	I need to go to the grocery store	249.51	251.1	1.5900000000000034	grocery store	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	32	But what if the grocery store stopped existing? That would be bad	251.1	256.8	5.700000000000017	end of grocery stores	4	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.5	2.0	2.0	2.5	1.0	1.0	1.0	2.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	33	Or like toilets are so nice and useful	261.88	267.01	5.1299999999999955	toilets	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	34	But what if indoor plumbing stopped? Oh that would be pretty terrible	268.34	274.05	5.710000000000036	if plumbing ceased	4	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.5	2.0	2.0	2.5	1.0	1.0	1.0	2.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	35	Electricity	275.39	276.98	1.5900000000000318	electricity	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	36	Yea it’s so easy to just like turn on my electric kettle	278.81	283.16	4.350000000000023	electric kettle	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	37	Oh I love my kettle	283.16	284.38	1.2199999999999704	electric kettle	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	38	It’s so good	284.95	286.63	1.6800000000000068	electric kettle	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	39	I think it’s probably other than the microwave the most used appliance in the house	287.18	291.76	4.579999999999984	electric kettle use	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	40	And I think it was probably the best purchase I’ve made here in my four years at college	292.34	300.14	7.800000000000011	electric kettle purchase	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	41	Because like I make tea	300.14	304.04	3.900000000000034	making tea w/ kettle	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	42	Everyone else uses it for instant coffee	304.04	306.26	2.2199999999999704	making coffee w/ kettle	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	43	It gets like at least three times of use a day	306.26	310.7	4.439999999999998	electric kettle use	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	44	And then sometimes I have two cups of tea Like my breakfast tea and then my looseleaf tea	311.31	320.52	9.20999999999998	tea consumption	3	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	45	Looseleaf tea is so much tastier than the stuff they put in bags	320.52	326.37	5.850000000000023	looseleaf tea	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0
sub-031	46	I can’t believe the difference	327.41	330.63	3.2199999999999704	looseleaf tea	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	47	It’s it’s just so good	330.63	333.9	3.269999999999982	looseleaf tea	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	48	I I don’t know what to say	334.29	336.7	2.409999999999968	loss of words	1	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	49	Um there’s like a there’s no word in English for it but there’s like a there’s like a nice aroma I guess that would be a good descriptor	337.05	349.66	12.610000000000014	describing tea aroma	4	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.5	2.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0
sub-031	50	That just isn’t present in in like bagged green tea	350.43	356.01	5.579999999999984	bagged tea aroma	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	51	Maybe I should look into white tea	358.2	360.06	1.8600000000000136	white tea	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	52	but I think it’s kind of tasteless	360.06	361.56	1.5	white tea taste	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
sub-031	53	Black tea	362.68	363.68	1.0	black tea	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	54	I milk and green tea is like I’m so Feel like that’s really controversial because	365.95	374.51	8.560000000000002	milk and green tea	4	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.5	1.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	55	Milk and black tea like I am a hundred a thousand percent for it	374.51	379.18	4.670000000000016	milk and black tea	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
sub-031	56	because it’s like it’s too strong on its own It’s and it’s a little bit um what’s it called Not coppery but a little bit ta- like a negative tangy Not tangy	379.18	400.72	21.54000000000002	black tea taste	4	4	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-0.25	1.75	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
sub-031	57	I don’t know what I’m trying to say	401.66	403.24	1.579999999999984	loss of words	1	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	58	Um but it’s a negative feeling of taste A negative taste	403.65	410.55	6.900000000000034	black tea taste	4	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0
sub-031	59	And the milk kind of takes away from that because it’s creamy and And like whole milk adds enough sugar wise that I don’t feel the need to add sugar on top of it So it’s like two birds one stone	411.27	428.28	17.00999999999999	milk and black tea	4	3	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.6666666666666666	2.3333333333333335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.6666666666666667	1.0	1.0
sub-031	60	I really like efficiency But I realized that life isn’t all about like efficiency And I don’t need to plan out the optimal route to my classes	428.83	440.01	11.180000000000007	efficiency	3	3	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.6666666666666666	2.3333333333333335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	61	Like I can just vibe sometimes and that’s pretty great	440.01	443.23	3.2200000000000273	vibing/relaxing	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	62	Um I can just enjoy the scenery	444.1	446.43	2.329999999999984	enjoying scenery	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-031	63	because Hopkins is so pretty	446.43	447.91	1.4800000000000182	hopkins scenery	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-031	64	And I feel like it’s not appreciated	448.7	452.51	3.8100000000000023	hopkins scenery appreciation	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	65	Although last year the flowers were not as nice as two years ago	452.51	456.87	4.360000000000014	flowers	2	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-031	66	But maybe I also just changed houses so there’s also that	456.87	460.77	3.8999999999999773	moving houses	2	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	67	But I’m pretty sure the weather last year wasn’t conducive to all of them blooming at once like they did two years ago	460.77	467.53	6.759999999999991	weather affecting flowers	2	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-031	68	Also there was more snow two years ago	468.02	470.07	2.0500000000000114	snow	2	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-031	69	I like the snow	470.94	471.95	1.009999999999991	snow	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
sub-031	70	but I’m glad that I don’t drive	471.95	474.58	2.6299999999999955	driving	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	71	because I think driving in the snow would be kind of a nightmare	474.58	479.28	4.699999999999989	driving in snow	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	72	Like I hate driving in the not snow	479.66	483.11	3.4499999999999886	driving in snow	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	73	I hate driving when it’s sunny I guess I would hate driving when it’s sun’s in my eyes but like	484.6900000000001	491.8099999999999	7.119999999999777	driving when sunny	3	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	1.5	1.0	1.0	2.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0
sub-031	74	I hate driving normally	493.41	496.77	3.359999999999957	driving	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	75	But I also haven’t driven in like two years so maybe part of it is like that	496.77	504.3	7.53000000000003	lack of recent driving	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	76	I feel like a lot of things are like that	504.62	506.48	1.8600000000000136	lack of recent driving	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	77	Like the more you’re avoiding something the worse it gets because it like builds up	506.48	513.65	7.169999999999959	avoidance	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	78	Like I’m literally a worse driver than two years ago	514.47	517.8	3.3299999999999272	driving skill	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	79	because I haven’t driven in two years	517.8	519.5	1.7000000000000455	lack of recent driving	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	80	So I think that I don’t want to drive	520.55	523.28	2.730000000000018	contemplating driving	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	81	but that just makes it even worse	523.28	528.45	5.170000000000073	driving skill	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	-2.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	82	So maybe one of these days I should just rip off the Band-Aid	528.45	534.12	5.669999999999959	driving	5	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	83	I I’m so confused about why my landlord	535.98	540.33	4.350000000000023	landlord	4	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	84	I’m confused about what she wanted this morning	540.74	544.64	3.8999999999999773	landlord	2	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	85	Like why did it need to be moved up? Like it’s fine The appointment was fine where it was And it’s the same day so I don’t understand what the urgency was	545.51	562.77	17.25999999999999	appointment with landlord	4	4	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	86	And we haven’t had an alarm system in like five months if not more I think we’re fine on that front	563.32	572.55	9.229999999999905	alarm system	3	2	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0
sub-031	87	I think what we really need to do is fix the door	572.55	575.5	2.9500000000000455	broken door	3	1	data/transcripts_and_timestamps/sentence_level/sub-031_transcripts.xlsx	thought	gpt_generated	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
